Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	MXF0224	MXF2938	MXF6221	MXF675	MXF742	MXF7671	MXF9	PMFH904	MXF909	MXF911	MXF1041	MXF2516	MXF632	MXF633	MXF659	MXF730	MXF832	MXF851	PMFH864	PMFH30	PMFH35	PMFH41	PMFH6	PMFH759	PMFH762	PMFH763	PMFH764	PMFH767	PMFH774	PMFH814	PMFH816	PMFH817	PMFH818	PMFH819	PMFH833	PMFH853	PMFH854	PMFH857	PMFH859	PMFH860	PMFH862	PMFH865	PMFH867	PMFH870	PMFH876	PMFH877	PMFH878	PMFH898	PMFH899	PMFH905	PMFH910	MXF2553	MXF664	MXF6838	MXF9679
Deletion Peak  69	11q22.3 	chr11:104960963-114549226(probes 735393:739433)	chr11:107655061-107744000(probes 736482:736525)	chr11:105103503-135006516(probes 735461:748687)	2.2078e-05	  0.0069709		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0
Deletion Peak  70	11q23.3 	chr11:118548525-119180263(probes 741163:741537)	chr11:119073613-119180263(probes 741484:741537)	chr11:105103503-135006516(probes 735461:748687)	5.9561e-07	  0.0010155		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0
Deletion Peak  71	11q25   	chr11:120853952-135006516(probes 742286:748687)	chr11:133935509-134024759(probes 748246:748283)	chr11:105103503-135006516(probes 735461:748687)	4.0268e-06	  0.0085016		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	1	1
Deletion Peak  72	12p13.33	chr12:370692-570639(probes 748784:748875)            	chr12:505813-554662(probes 748848:748865)            	chr12:287512-1794174(probes 748744:749527)          	1.1452e-05	 0.00015337		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1
Deletion Peak  73	12p13.33	chr12:2926724-3187850(probes 750137:750272)        	chr12:2964800-2987372(probes 750155:750166)        	chr12:2937660-3100844(probes 750140:750223)        	0.0051838	   0.058357		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1
Deletion Peak  74	12p13.31	chr12:7653676-8193702(probes 752488:752699)        	chr12:7877584-7905393(probes 752553:752568)        	chr12:7666341-9434174(probes 752489:753212)        	0.00074721	   0.029846		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1
Deletion Peak  75	12p13.2 	chr12:10560604-10741556(probes 753654:753718)    	chr12:10593690-10607273(probes 753671:753676)    	chr12:9662883-13527506(probes 753238:755124)      	0.00029565	   0.013436		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0
Deletion Peak  76	12q24.33	chr12:133297809-133851895(probes 803247:803460)	chr12:133701490-133742534(probes 803423:803440)	chr12:133272489-133851895(probes 803231:803460)	0.0022739	    0.00223		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0
Deletion Peak  77	13q12.11	chr13:20246075-20534774(probes 803770:803881)    	chr13:20397455-20439559(probes 803840:803865)    	chr13:19966924-20677734(probes 803711:803950)    	6.3968e-06	 6.5697e-05		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1
Deletion Peak  78	13q14.2 	chr13:48835406-49282716(probes 817181:817381)    	chr13:48973399-49021560(probes 817261:817286)    	chr13:38109116-60936952(probes 812081:821551)    	3.8971e-24	 5.2553e-18		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	0	1	0	1	1	1	0	1	0	2	1	1	1	1	1	2	1	1	2	0	0	0	1
Deletion Peak  79	13q14.2 	chr13:50509452-50656544(probes 818061:818165)    	chr13:50621070-50624548(probes 818127:818129)    	chr13:38109116-60936952(probes 812081:821551)    	3.2487e-15	 0.00041279		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	0	1	0	1	1	1	0	1	1	2	1	1	1	1	1	2	1	1	1	1	0	0	1
Deletion Peak  80	13q32.1 	chr13:66874071-115169878(probes 822861:841868)  	chr13:96074848-96234647(probes 833126:833213)    	chr13:96163418-96170502(probes 833170:833171)    	0.03174	   0.070208		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1
Deletion Peak  81	14q11.2 	chr14:20214415-20465946(probes 841879:841948)    	chr14:20227928-20408526(probes 841883:841941)    	chr14:1-20468769(probes 841869:841950)           	1.0074e-06	 1.0537e-06		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1
Deletion Peak  82	14q13.1 	chr14:34418919-35870997(probes 848295:848962)    	chr14:34985099-35017198(probes 848459:848475)    	chr14:34842435-35623425(probes 848399:848827)    	0.041433	   0.045826		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0
Deletion Peak  83	14q24.3 	chr14:73739402-74036804(probes 865231:865395)    	chr14:73942081-74036804(probes 865360:865395)    	chr14:73971463-73974756(probes 865378:865379)    	0.013226	   0.019332		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0
Deletion Peak  84	14q32.33	chr14:106433703-106946407(probes 880204:880314)	chr14:106741759-106747244(probes 880279:880280)	chr14:106523145-106927366(probes 880234:880312)	0.032914	   0.042062		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1
Deletion Peak  85	15q11.2 	chr15:20492118-22373325(probes 880478:880606)    	chr15:22115690-22373325(probes 880594:880606)    	chr15:1-22770407(probes 880469:880663)           	6.2581e-13	 1.3078e-12		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1
Deletion Peak  86	15q15.1 	chr15:41248133-45385843(probes 888016:890465)    	chr15:41706418-41782641(probes 888273:888301)    	chr15:41278452-42088572(probes 888032:888514)    	0.0037305	   0.009955		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0
Deletion Peak  87	15q24.2 	chr15:72108962-91644280(probes 904076:913621)    	chr15:75757122-75874825(probes 906055:906126)    	chr15:75757122-75926677(probes 906055:906154)    	0.067905	   0.098151		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0
Deletion Peak  88	16p13.3 	chr16:131281-204465(probes 918446:918483)            	chr16:134249-192244(probes 918447:918478)            	chr16:157942-163838(probes 918463:918464)            	0.021698	   0.022057		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1
Deletion Peak  89	16p11.2 	chr16:31955077-33371442(probes 931704:931723)    	chr16:32637850-33371442(probes 931722:931723)    	chr16:31955077-33380850(probes 931704:931725)    	0.01203	    0.02291		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1
Deletion Peak  90	16q11.2 	chr16:34989826-47189544(probes 931922:932302)    	chr16:35146134-46607298(probes 931952:931992)    	chr16:34727293-55742712(probes 931900:935437)    	2.0182e-06	   0.009955		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0
Deletion Peak  91	16q12.1 	chr16:49860743-50322902(probes 933380:933552)    	chr16:50055003-50072126(probes 933416:933424)    	chr16:34727293-55742712(probes 931900:935437)    	3.2812e-06	    0.02514		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0
Deletion Peak  92	16q12.2 	chr16:55783149-55842973(probes 935459:935476)    	chr16:55785965-55811215(probes 935461:935470)    	chr16:55790862-55844555(probes 935462:935478)    	9.7893e-05	  0.0044292		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0
Deletion Peak  93	16q22.1 	chr16:70097015-70284862(probes 941064:941077)    	chr16:70190078-70284862(probes 941076:941077)    	chr16:68489416-70717990(probes 940205:941309)    	2.9722e-15	 4.7749e-13		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0
Deletion Peak  94	16q22.2 	chr16:71610899-72043967(probes 941700:941932)    	chr16:71760641-71848134(probes 941779:941829)    	chr16:71665009-72035791(probes 941723:941928)    	0.0068204	    0.11779		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0
Deletion Peak  95	16q23.1 	chr16:74340005-74483403(probes 942747:942769)    	chr16:74406078-74472527(probes 942767:942768)    	chr16:74319599-74741292(probes 942735:942900)    	1.4678e-05	 0.00037834		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0
Deletion Peak  96	16q24.3 	chr16:83845889-90354753(probes 946902:949966)    	chr16:89891303-89941857(probes 949820:949839)    	chr16:89472569-90354753(probes 949575:949966)    	0.033179	    0.17338		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	0
Deletion Peak  97	17p13.3 	chr17:1-1959640(probes 949967:951014)                	chr17:177605-399279(probes 950030:950090)            	chr17:1-1962620(probes 949967:951015)                	0.002244	    0.10245		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0
Deletion Peak  98	17p13.1 	chr17:7560568-7597119(probes 954007:954018)        	chr17:7568242-7597119(probes 954012:954018)        	chr17:6553674-8258108(probes 953392:954390)        	2.9509e-33	 1.1829e-32		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	2	1	2	0	1	2	1	0	2	2	1	2	1	1	0	1	2	1	0	2	1	0	1	1	1	0	2	1	0	1	0	1	0	2	1	1	1	1	1	2	1	2	0	1	1	1	0	2	1	1	1	0	1	0	2
Deletion Peak  99	17q11.2 	chr17:27505718-28443913(probes 961021:961521)    	chr17:27713907-27879485(probes 961123:961200)    	chr17:26345930-34444782(probes 960318:964486)    	9.6712e-05	   0.089357		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	1	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	1	2	1	0	0
Deletion Peak 100	17q11.2 	chr17:29326164-29862080(probes 961902:962171)    	chr17:29619780-29626930(probes 962038:962041)    	chr17:26345930-34444782(probes 960318:964486)    	6.7002e-07	  0.0044292		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	2	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	2	0	0	0	0	1	0	1	0	0
Deletion Peak 101	17q11.2 	chr17:30228374-30348420(probes 962357:962381)    	chr17:30262898-30332165(probes 962374:962379)    	chr17:26345930-34444782(probes 960318:964486)    	8.5075e-06	   0.060773		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	2	0	0	0	0	1	0	1	0	0
Deletion Peak 102	17q12   	chr17:37084723-37187307(probes 965453:965491)    	chr17:37089523-37127396(probes 965455:965477)    	chr17:34437476-38763826(probes 964485:966388)    	0.00010973	   0.045826		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0
Deletion Peak 103	17q12   	chr17:37380880-37761059(probes 965607:965810)    	chr17:37404598-37560989(probes 965620:965697)    	chr17:34437476-38763826(probes 964485:966388)    	5.1706e-05	   0.016788		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	2	1	1	1	0	0	1	1	1	0	1	1	0
Deletion Peak 104	17q21.31	chr17:44103378-44273629(probes 969216:969301)    	chr17:44105623-44273629(probes 969217:969301)    	chr17:44163885-44804773(probes 969245:969318)    	6.4324e-11	 1.3815e-10		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	1	1	1	1	0	0
Deletion Peak 105	17q22   	chr17:54227372-77530237(probes 973130:984127)    	chr17:56830257-57065764(probes 974483:974591)    	chr17:56951914-56956294(probes 974538:974539)    	0.17643	    0.17338		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
Deletion Peak 106	18q12.1 	chr18:29340621-29771781(probes 995963:996152)    	chr18:29391472-29524851(probes 995982:996045)    	chr18:29426084-29773056(probes 995994:996154)    	0.03494	   0.045826		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1
Deletion Peak 107	18q22.2 	chr18:54696608-78077248(probes 1005563:1013877)  	chr18:67952820-68000269(probes 1010388:1010411)  	chr18:55590451-78077248(probes 1005933:1013877)  	0.00054364	 0.00076524		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1
Deletion Peak 108	19p13.3 	chr19:1-2842658(probes 1013878:1015329)             	chr19:802788-1111238(probes 1014145:1014316)        	chr19:1-1369613(probes 1013878:1014465)             	0.014938	   0.014894		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0
Deletion Peak 109	19q13.43	chr19:58950904-59128983(probes 1042089:1042172)  	chr19:59008236-59025153(probes 1042125:1042133)  	chr19:57444725-59128983(probes 1041204:1042172)  	1.2471e-07	 1.1841e-07		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0
Deletion Peak 110	20p13   	chr20:1-627944(probes 1042173:1042455)                	chr20:135932-316575(probes 1042203:1042307)          	chr20:1-3409709(probes 1042173:1043870)              	1.0744e-06	 5.7386e-06		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1
Deletion Peak 111	20p12.3 	chr20:5481181-5892959(probes 1044857:1045009)      	chr20:5730992-5849260(probes 1044941:1044996)      	chr20:5799164-5805355(probes 1044969:1044970)      	0.0044689	   0.045826		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1
Deletion Peak 112	20q11.21	chr20:26075785-29846006(probes 1053031:1053060)  	chr20:26222595-29842785(probes 1053055:1053058)  	chr20:26181167-29847356(probes 1053048:1053061)  	0.13434	    0.13551		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1
Deletion Peak 113	21p11.1 	chr21:1-14513883(probes 1068091:1068110)         	chr21:10982984-11123009(probes 1068103:1068107)  	chr21:1-11144081(probes 1068091:1068109)         	5.2817e-06	 5.2103e-06		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1
Deletion Peak 114	22q11.1 	chr22:17599430-17957762(probes 1084747:1084897)  	chr22:17656833-17682574(probes 1084768:1084783)  	chr22:17625749-18214884(probes 1084753:1085082)  	0.0013053	  0.0020712		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1
Deletion Peak 115	22q11.21	chr22:21394695-50710970(probes 1086694:1103996)  	chr22:22121830-22223303(probes 1086910:1086971)  	chr22:22179977-22186329(probes 1086941:1086942)  	0.079512	    0.13066		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1
Deletion Peak 116	22q11.23	chr22:24337609-24408465(probes 1088090:1088112)  	chr22:24385920-24406989(probes 1088108:1088111)  	chr22:24337609-24409573(probes 1088090:1088113)  	6.2781e-09	 6.0091e-09		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	0	0	2	2	0	0	1	0	0	0	0
Deletion Peak 117	22q13.1 	chr22:39267769-39410311(probes 1097204:1097278)  	chr22:39377053-39393063(probes 1097259:1097265)  	chr22:39353571-39393063(probes 1097244:1097265)  	0.00036012	  0.0015641		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1
Deletion Peak 118	22q13.33	chr22:50762713-50887703(probes 1104024:1104075)  	chr22:50763702-50887703(probes 1104025:1104075)  	chr22:49633356-51304566(probes 1103394:1104275)  	1.2301e-05	 4.3775e-05		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1
Amplification Peak  1 - CN values	1p32.1  	chr1:53503084-64517719(probes 24612:29778)        	chr1:59678281-60171523(probes 27598:27848)        	chr1:53503084-68115891(probes 24612:31569)        	0.0063925	   0.021975		Actual Copy Change Given	0.036653	0.62479	0.54367	0.076854	0	0.44935	1.0798	3.1795	2.6313	0.095984	-0.36644	-0.014095	-0.0021904	1.1011	0.10643	0.095508	0.7463	0.1385	0.46425	0.99727	0.0028595	0.46246	0.63664	0.034254	2.503	0.31831	0.048688	0.51717	0.22715	0.45881	-0.0061455	0.34337	-0.48292	-0.083067	0.1076	0.29275	-0.0077715	0.4536	-0.046987	-0.057193	0.036653	0.89581	0.60593	1.2409	-0.0016911	0.45647	0.28231	0.80385	0.071141	-0.038086	1.1414	6.5742	0.024689	0.10008	1.1143
Amplification Peak  2 - CN values	1p31.1  	chr1:75337664-79951656(probes 34322:36381)        	chr1:79118171-79254022(probes 36137:36189)        	chr1:76650869-79964479(probes 34868:36383)        	0.02506	     0.1284		Actual Copy Change Given	0.10173	0.50672	0.67941	0.042874	0.059845	0.44935	0.63614	3.7962	-0.129	0.1747	0.49241	0.071183	-0.016221	0.8718	0.16506	0.0076144	0.9015	0.89728	0.52113	0.98152	0.022103	0.26446	0.60536	0.034254	1.5147	0.36881	0.012376	0.42469	0.22715	0.52805	0.0012025	0.4529	0.037641	-0.089618	0.061846	0.29023	0.075271	0.41886	0.076583	-0.033197	0.10439	0.63518	-0.062879	0.58919	0.067949	0.48509	0.22525	0.65289	0.077266	-0.19699	1.4143	6.5742	0.0055721	-0.0953	0.035524
Amplification Peak  3 - CN values	1p22.3  	chr1:87917422-89130679(probes 39333:39610)        	chr1:88195677-88224911(probes 39378:39382)        	chr1:87918618-89133784(probes 39334:39612)        	0.031564	     0.1493		Actual Copy Change Given	0.10173	0.50672	0.67941	0.042874	0.059845	0.44935	0.63614	4.1165	-0.018893	0.1747	-0.35017	0.071183	-0.016221	0.8718	0.16506	0.0076144	0.88876	0.083384	0.52113	0.98152	0.022103	0.28327	0.60536	0.042449	-0.38257	0.3759	0.012376	0.38386	0.22715	0.52805	0.62242	6.5742	0.037641	-0.089618	0.061846	0.29023	0.067518	0.41781	0.076583	-0.033197	0.082028	0.63518	-0.062879	0.55833	0.067949	0.43073	0.22525	0.65289	0.060195	-0.19824	2.8706	-0.01015	-0.046993	-0.10362	0.035524
